Tweet_count,Username,Text,Created_At,Retweets,Likes
306,xQcUpdates,"SDMN FC ⚫️ 6 - 8 🔴 YouTube Allstars (67')

GOAL - Kai Cenat

FANTASTIC MOVE FROM THE YOUTUBE ALLSTARS! SPEED DOES BRILLIANTLY TO GET PAST XQC AND THE PASS ENDS UP RIGHT IN FRONT OF KAI CENAT WHO SMASHES IT IN! https://t.co/U8rhkEUlpD",Sat Mar 08 16:46:28 +0000 2025,0,25
307,sharl_leclerc16,Fucking great. My wife won’t let me watch Kai Cenat vs. Stephen A Smith on First Take on the big TV. I hate my life,Fri Mar 07 03:13:36 +0000 2025,0,4
308,tobester_,"“MUSTAAAARRRRDDD” moments 

A thread 🧵 
1.Lizzo screaming “MUSTARD” on Kai cenat’s livestream🙀 https://t.co/XiuGr4cGfz",Sun Mar 09 01:09:55 +0000 2025,1,12
309,StreamersEra,"Why was Kai Cenat creeping up on them like that? 😭
 https://t.co/Sm4HaDhi5f",Mon Mar 10 19:07:28 +0000 2025,3,61
310,StreamUpdates7,Speed Just Assisted Kai Cenat For A Goal And Kai Just Scored His First Ever Goal In The Sidemen Charity Match 🤯🤯 https://t.co/gL5bQp6Xtj,Sat Mar 08 16:49:38 +0000 2025,11,43
311,ComplexPop,“Everyone please welcome KAI CENAT.”  https://t.co/Cf5902wrsj,Thu Mar 06 12:17:38 +0000 2025,0,4
312,StreamersEra,Last Ramadan when Agent asked Kai Cenat for some chocolate and Kai didn’t know it was Iftar 😭❤️ https://t.co/g4R2dkuSVj,Sun Mar 09 20:54:12 +0000 2025,1,203
313,ComplexPop,Kai Cenat went over how he and AMP created the word “Rizz” on ‘THE TONIGHT SHOW’ with Jimmy Fallon. https://t.co/vfkNMBxgIJ,Thu Mar 06 14:16:38 +0000 2025,1,10
314,Terick_7,I feel bad for Bronny. He can hoop but idk if he want this. Bronny could be the next Kai cenat. His streaming go crazy,Fri Mar 07 15:36:00 +0000 2025,0,2
315,KarmaKaiFilms,"Btw, @DNC...

Maybe you should start recruiting the young, and extremely POPULAR, gamers/influencers like IShowSpeed and Kai Cenat NOW.

Joe Rogan's a fossil.  Just sayin'..,",Thu Mar 06 01:02:05 +0000 2025,1,4
316,UTxJGTheDon,"I believe this is true based on how she publicly acted when he put his son on stream with Kai Cenat. I absolutely do not like women weaponizing their children against the baby father. Regardless of what's going on in the background, if he's an active parent, LET HIM.",Sat Mar 08 18:39:29 +0000 2025,4,77
317,Malek04Official,Kai Cenat on Fallon Tonight 👀 https://t.co/4N0QOwYOeO,Thu Mar 06 02:35:52 +0000 2025,0,22
318,grenadepin,qkai and gin is tge baby,Fri Mar 07 21:01:50 +0000 2025,3,7
319,Snxpemakeitblow,When Kai Cenat got mad &amp; pressed Ray about him smoking weed😭😭 https://t.co/cCIgsf1Ycy,Fri Mar 07 19:28:12 +0000 2025,9,212
320,ArchiveAMP,Kai Cenat &amp; Agent stopped to help a random car on the side of the road to find them having s*x in the backseat 😭😭🤣 https://t.co/ScnENGO9Li,Wed Mar 12 03:37:36 +0000 2025,2,10
321,KaiCenatHQ,Never forget this Legendary Kai Cenat clip with the rat that he recently mentioned on the Jimmy Fallon Show 😂 https://t.co/Fs12Jahtyn,Fri Mar 07 00:09:38 +0000 2025,1,15
322,FearedBuck,Kai Cenat talks about how he and AMP created the word “Rizz” while on The Tonight Show Starring Jimmy Fallon 😭🔥 https://t.co/SAScHGKite,Thu Mar 06 05:09:10 +0000 2025,163,3921
323,OfficeDrummer,"🤯 #amp #kaicenat #tone 
The next day after receiving this care package I was in an elevator and got complimented on my cologne. It was actually just the coconut deodorant 🙊, which Kai said was his favorite https://t.co/iMwFnrksur",Mon Mar 10 18:24:48 +0000 2025,39,1609
324,nicekicks,"Nike partner, Kai Cenat, scored a goal in adidas F50 cleats in the Sidemen Charity Match ⚽️👀 https://t.co/zAyoyqLn3F",Wed Mar 12 18:22:09 +0000 2025,2,27
325,Taye0121,"As a first generation born American from Trinidad 🇹🇹 I agree 100%. Kai Cenat was on some bullshit with those comments. His vernacular, his mannerisms, his fashion… that is all influenced by Black American culture…",Mon Mar 10 15:22:38 +0000 2025,2,7
326,ItsNotHarold,"Kai Cenat is a very unique brand of ugly. Like his face looks like he’s about to lay in a coffin, real funeral-ish vibes.",Thu Mar 06 16:28:41 +0000 2025,0,8
327,Complex,"Kai Cenat Compares Prepping for Marathon Streams to NBA Finals: 'I'm Going Out There to Win'

Full details here: https://t.co/oQeQq1qCWe https://t.co/zGrKDfHBFV",Thu Mar 06 17:07:02 +0000 2025,2,16
328,ihybeto,When Streamer Kai Cenat got his camera grabbed by a random person in the store and things got heated 😳 https://t.co/TzfKH87NWe,Tue Mar 04 20:20:00 +0000 2025,25,1223
329,johnhawkinsrwn,"@DelusionPosting In all fairness, I have no idea how people sit around watching Kai Cenat overreact to everything all day long either.",Thu Mar 06 15:27:01 +0000 2025,0,62
330,breeeezymunoz,Dis lil nigga is 16 year old Kai cenat😭😭😭😭😭,Wed Mar 05 01:45:04 +0000 2025,0,35
331,cloudgowon,can someone do an edit where kai cenat isn’t there,Tue Mar 11 05:33:30 +0000 2025,0,4
332,urfavpookieee,crazy lineup wdym kai cenat and inhaler im so,Wed Mar 05 23:20:14 +0000 2025,0,6
333,TheClipBot,"Kai Cenat gives an update on Streamer University! 

“It’s sooner than you think” 🏫 https://t.co/qor4Q4Ex1U",Wed Mar 12 02:09:54 +0000 2025,0,44
334,MisterBovine,This Kai Cenat &amp; Speed at Sidemen charity match is absolute cinema. It is the 4 most watched Adidas TikTok in less than 20 hours. https://t.co/zhEKPgGO4D,Tue Mar 11 15:34:48 +0000 2025,1,3
335,otmnemo,"Kai Cenat vs Adin Ross debate can be easily compared to Drake vs Kendrick.

Drake ignited the industry such did Adin Ross with Twitch and streaming then Kendrick carried the flame such as Kai Cenat.

But this defamation of Adin Ross is truelly pathetic even if he can be corny.",Fri Mar 07 19:18:08 +0000 2025,0,2
336,nofreeridee,I just woke up from a dream that me and my friend met ishowspeed but my friend kept on calling him Kai Cenat and nobody corrected him wow that was so embarrassing m,Thu Mar 06 14:26:51 +0000 2025,0,9
337,Complex,"IShowSpeed Outruns Kai Cenat, Logan Paul, and More in MrBeast’s ‘Largest Treadmill’ Challenge

Full details here: https://t.co/Kahz7VcKMs https://t.co/tCeiAVULRF",Sun Mar 09 22:44:10 +0000 2025,1,22
338,jakebuuschh,RIP Around the Horn. Day time ESPN needed Kai Cenat 🙏,Thu Mar 06 16:03:16 +0000 2025,0,2
339,SRK00LISMUS,The 1st and 4th seed just played  on national tv yesterday and they have Kai cenat participating in the goat debate💔💔💔,Thu Mar 06 16:38:42 +0000 2025,2,7
340,Popplayzz1,Kai Cenat and Ishowspeed vibing to Eminem before Sidemen charity match https://t.co/b5RFjhRxLa,Sat Mar 08 14:05:39 +0000 2025,3,24
341,kickclipslive,Kai Cenat opens Diddy’s oily whip gift 😳 https://t.co/UMLZYlB9al,Thu Mar 06 21:02:04 +0000 2025,1,34
342,notomiwa,Ik Kai cenat looks at his girlfriend and sighs every morning,Tue Mar 11 11:44:50 +0000 2025,0,5
343,_ashisogijizo,"Just imagined Lewandowski in Kai Cenat's position with that high xG chance

https://t.co/1pYNO1W9GU",Sat Mar 08 17:34:06 +0000 2025,5,26
344,Vreedance16,Nogs in the university lounge watching Kai cenat streams on the tv on full blast while I’m trying to complete readings for class holy shit I’m about to chud out,Mon Mar 10 16:52:50 +0000 2025,1,8
345,kidafirstson,Kai Cenat with more goals than Hojlund this year I’m hearing?💀,Sat Mar 08 16:50:15 +0000 2025,1,7
346,JakeSucky,"Kai Cenat goes on Jimmy Fallon the same day IShowSpeed goes on CBS Sports

No other streamer doing it like these two right now https://t.co/OcSgQ7PFC3",Thu Mar 06 16:59:41 +0000 2025,69,4619
347,Moochie763,Druski and Kai Cenat are both industry plant - no talent but were given a platform inspite accusations all bec they are both backed by Diddy! Kai is just clouting on Speed they're not friends.,Tue Mar 11 14:33:57 +0000 2025,2,159
348,_CoDiddy,I ignore Kai Cenat because he is loud and annoying AF.,Thu Mar 06 19:42:33 +0000 2025,3,8
349,Quadripolar_B,I like some of the Kai Cenat streams but what the fuck does he know about skin care,Tue Mar 11 23:20:55 +0000 2025,40,132
350,Maverick_SZN,@TheDunkCentral @FirstTake @awfulannouncing This is why the NBA isn’t taken seriously compared to the other leagues. Why do you have Kai Cenat on there on First Take lmao,Thu Mar 06 16:00:22 +0000 2025,251,14298
351,scubaryan_,Kai Cenat couldn’t believe his eyes while watching RaKai bring a whole band into his OG Streaming Room called the “Red Room” just to play some NBA Youngboy 😭😭 https://t.co/d1IgppiP00,Wed Mar 05 02:02:05 +0000 2025,937,29867
352,NotFranzWagner,Kai Cenat on First Take before Tomlin playoff win https://t.co/StEnOXyyhE,Thu Mar 06 18:14:24 +0000 2025,0,15
353,gwrldmedia,"🚨 Kai Cenat scores in the Sidemen Charity Match with an assist by Speed.

https://t.co/GQ56DXTzGS",Sat Mar 08 17:04:10 +0000 2025,1,13
354,TheyHoedMe,lol that’s all it is… lmao Brony should be streaming like Kai Cenat rn,Fri Mar 07 22:43:09 +0000 2025,0,2
355,FearedBuck,Kai Cenat in shock as RaKai brings an entire band into his OG streaming room causing noise for the whole neighborhood 😭 https://t.co/72oxd2Z4sa,Wed Mar 05 01:48:56 +0000 2025,435,20875
356,Boston_Says,See this why it needs to be a hardline between the streamers and actual TV. Kai Cenat just got on espn and said Leandro Barbosa is the 🐐. Please keep that trolling shit off my tv,Thu Mar 06 15:31:57 +0000 2025,0,2
357,grenadepin,im gonna Do this to shin,Wed Mar 05 01:13:01 +0000 2025,1,9
358,AlexisVegaGOAT,I’m taking Kai Cenat over Santiago Gimenez  https://t.co/25GNzxYecV,Sat Mar 08 18:00:45 +0000 2025,1,56
359,ClipHubz,"When Bryce James called LeBron James and wanted to introduce Kai Cenat, Druski, and Tylil, but Kevin hart hung up on him💀😭
 https://t.co/sRUVgy4YnX",Fri Mar 07 00:58:27 +0000 2025,166,2064
360,Kaimafiaupdates,Kai Cenat gives a young fan his game-worn jersey after securing a win in the Sidemen Charity Match! 👏❤️ https://t.co/hbzEtR9ZAr,Sat Mar 08 17:58:23 +0000 2025,206,1137
361,Kaimafiaupdates,Kai Cenat Naruto running during the Sidemen Game😭 https://t.co/qIKdpTe63X,Sat Mar 08 15:30:03 +0000 2025,366,6789
362,fcbharrison,Kai Cenat and Ishowspeed vibing to Eminem before Sidemen charity match https://t.co/nGwa0jtsEl,Sat Mar 08 15:55:11 +0000 2025,13,533
363,ModernNotoriety,"Kai Cenat pulled up to 'The Tonight Show with Jimmy Fallon' rocking Off-White ""Chicago"" Jordan 1s and a Supreme x Chito Varsity Jacket 🐶 https://t.co/0ZX22rTHeq",Thu Mar 06 14:53:14 +0000 2025,16,259
364,BRKEMGLS,@Kaimafiaupdates @KaiCenat kai’s big but 900k is nowhere near “super bowl #’s”,Fri Mar 07 21:25:05 +0000 2025,0,18
365,APH00PS,"Clippers bench might be better off running a lineup of Kai Cenat, Duke Dennis, Flight Reacts, iShowSpeed, and Caseoh than whatever they got going rn",Wed Mar 05 05:01:02 +0000 2025,10,92
366,grenadepin,is tgis what white lily saw in the witches banquet,Tue Mar 04 23:50:31 +0000 2025,2,8
367,Giannis_An344,Having Kai Cenat on first take sums up the NBA media what a clown that kid is 😭,Thu Mar 06 16:47:35 +0000 2025,0,13
368,ThatHashtagShow,"Gotham City is taken over by State Farm in a new cameo-loaded commercial with DC Comics characters.

-Jason Bateman as Bateman
-SZA as Catwoman
-Jordan Howlett as Gordon
-Kai Cenat and more

https://t.co/QmuvwRBB0e",Wed Mar 12 14:57:01 +0000 2025,7,49
369,sheedclips,Kai Cenat says iShowSpeed would be an amazing soccer player if he had accuracy &amp; power👀 https://t.co/jSxah7HtHI,Wed Mar 12 00:39:14 +0000 2025,4,139
370,Yonepatchi,Just learned that Kai Cenat and iShowSpeed aren’t the same person.,Wed Mar 05 13:43:48 +0000 2025,0,24
371,TreyLAC_,Why is Kai Cenat on First Take,Thu Mar 06 18:16:18 +0000 2025,0,12
372,degencinema,"Kai Cenat crying on new Snapchat story after finding out his new girlfriend has been cheat*ng on him 👀
https://t.co/t9Jns62ttx",Tue Mar 04 17:37:44 +0000 2025,25,474
373,skatedonem,Why would anyone buy skincare products from….*checks notes* Kai cenat…,Tue Mar 11 23:44:09 +0000 2025,0,8
374,VibeMagazine,"Kevin Hart Reveals Advice He Gave To Kai Cenat, Druski To Ensure Their Success In Entertainment https://t.co/NcZj7kqSBu",Sun Mar 09 21:00:07 +0000 2025,0,4
375,Agtesnx,@FearedBuck This is why the NBA isn’t taken seriously compared to the other leagues. Why do you have Kai Cenat on there on First Take 💀,Thu Mar 06 16:22:16 +0000 2025,1,84
376,sheedclips,"Girlhefunny1x reacts to Kai Cenat telling Jimmy Fallon about the wild moment a rat ran across his room during his early streaming days

""how you gone k*ll the thing that made you famous""😭 https://t.co/ktTHrPtF3w",Thu Mar 06 05:41:34 +0000 2025,211,5821
377,DanzW0rld,100 journalists got laid off so Stephen A Smith can have goat debates against Kai Cenat,Thu Mar 06 22:05:00 +0000 2025,19,289
378,CantBeatAudel,Kai Cenat probably the only person that can beat Stephen A in a debate. 😂😭,Thu Mar 06 18:13:10 +0000 2025,1,4
379,AdinRossEmpire,"TikTok influencer Wendy Ortiz says Adin Ross has ‘fallen off’ after he offered her a boxing match on his BrandRisk card😬

“I feel like Adin Ross kinda fell off, if it was Kai Cenat maybe”
https://t.co/PLrCH8S0w3",Sun Mar 09 23:31:39 +0000 2025,28,2777
380,Power1051,"We’re trying to get to the bottom of this on @breakfastclubam … 🕵🏽‍♀️ 

Remember the viral moment on Kai Cenat’s stream when Druski was called out for fat shaming that little boy👀? Well, Druski blamed Kev on our show f, and now we need to hear Kevin’s side👂🏽! 

Listen in 🔊! https://t.co/sq6QbAatxP",Fri Mar 07 18:03:34 +0000 2025,0,19
381,ChargeyyW,@FearedBuck So your telling me druski and Kai cenat are diddy fiddlers?,Mon Mar 10 01:27:36 +0000 2025,0,16
382,grenadepin,thjs is midori and rangers relationship jn My au https://t.co/qM7F40ZswF,Wed Mar 05 01:27:55 +0000 2025,3,13
383,miceonvenus,"The Fanum of the Opera is there....

With kai cenat",Fri Mar 07 23:34:42 +0000 2025,0,7
384,TheClipBot,Is it just me or do TV Cameras make Kai Cenat look smaller 😭😂 https://t.co/dsTNmfmyQX,Thu Mar 06 05:45:46 +0000 2025,4,226
385,TreexGod,"I mean, is she not the primary parent?? — also, she takes him to premieres &amp; he takes him to Kai Cenat’s house. Of course she won’t let him take him out the country, he barely do right in the states 😆",Sat Mar 08 13:23:42 +0000 2025,1,6
386,TrustSwisho,Why is Kai Cenat on first take.,Thu Mar 06 16:03:17 +0000 2025,2,32
387,BurgundyBarbie,Fuck pretty vee.. fuck Kai cenat fuck b Simone… fuck druski and fuck madea,Sat Mar 08 23:18:22 +0000 2025,0,2
388,CoreyB08,"You brought Kai Cenat on your show to talk sports please just stop.

You’re also a habitual liar. “Lonzo can’t even get out of a chair.” 

Durant has even called you a liar lol",Fri Mar 07 01:50:25 +0000 2025,1,6
389,grenadepin,thats npt even what the original problem was😭😭😭 the issue everyone had with the song isnt that it was sexual its because they were using a real childs voice to sing a sexual song. now the problem is fixed,Tue Mar 11 11:10:12 +0000 2025,5,32
390,timsenna,Kai Cenat and Inhaler is such a wild crossover,Wed Mar 05 23:55:52 +0000 2025,0,3
391,ItsBucnPrinny,Kai Cenat after seeing Druski be part of the Diddy scandal https://t.co/0IGqBTdQO8,Mon Mar 10 01:26:57 +0000 2025,0,3
392,JustFreshKicks,Kai Cenat wore “Chicago” Off-White x Air Jordan 1s on the Tonight Show 🔥 https://t.co/zC9wEHQ71r,Thu Mar 06 19:42:19 +0000 2025,5,141
393,suayrez,@FearedBuck The insane motion that Kai Cenat is getting is crazy bro 💀 https://t.co/t8NtLm5VM4,Thu Mar 06 15:35:35 +0000 2025,0,29
394,GhaziTwaissi,"🏴󠁧󠁢󠁥󠁮󠁧󠁿 Ethan
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Tobi
🏴󠁧󠁢󠁥󠁮󠁧󠁿 JJ
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Simon
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Harry
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Josh
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Vikk
🇺🇸 Fanum
🇦🇺 LazarBeam
🇺🇸 Kai Cenat
🇺🇸 StableRonaldo
🏴󠁧󠁢󠁥󠁮󠁧󠁿 George Clarke
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Chip
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Calfreezy
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Niko Omilana
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Angry Ginge
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Jme
🏴󠁧󠁢󠁥󠁮󠁧󠁿 ChrisMD
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Joe Weller
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Max Fosh
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Manny
🏴󠁧󠁢󠁥󠁮󠁧󠁿 WillNe
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Callux
🏴󠁧󠁢󠁥󠁮󠁧󠁿 Chunkz
🇺🇸 Mark Rober
🇺🇸",Tue Mar 04 21:42:49 +0000 2025,22,1437
395,vvsrak,Kai Cenat got a leg cramp after the football match 😭 https://t.co/ZW3S3t1j1m,Sun Mar 09 15:57:43 +0000 2025,0,3
396,Turker_2,"Enemies of civilization 

Elon and DOGE
-----------------------------------------------
RIP Andy Kai Cenat  #HD77 

https://t.co/w5wQuIid48",Thu Mar 06 17:50:08 +0000 2025,8,41
397,Yaboi_STAX,Anyone using Kai Cenat lotion deserves whatever’s coming to them,Tue Mar 11 19:41:03 +0000 2025,4,27
398,centrismbased,"“MUSTAAAARRRRDDD” moments 

A thread 🧵 
1.Lizzo screaming “MUSTARD” on Kai cenat’s livestream🙀 https://t.co/K9JxrrWv3H",Sun Mar 09 19:53:38 +0000 2025,1,5
399,thexavierjoseph,why are kai cenat and stephen a smith in the same room on my timeline,Thu Mar 06 16:12:00 +0000 2025,0,36
400,khelnowgaming,"Streamer Corey2U drops out of Georgia State University live on stream to chase a spot in Kai Cenat’s streamer university. Fans remain skeptical about the bold move.

#KaiCenat #StreamerUniversity #Twitch #Kai https://t.co/E7neo1dBn7",Fri Mar 07 16:15:22 +0000 2025,0,2
401,scubaryan_,fans noticed that Kai Cenat was dealing with a leg cramp on the jumbotron during the interview video after the Sidemen Charity Match 😭😭 https://t.co/g0pjZ4prvN,Sun Mar 09 16:24:57 +0000 2025,291,20426
402,jtd400,"Once again, there is no need for first take. They are up here having a goat debate (again, I know right) with Kai bloodclaaht Cenat.",Fri Mar 07 02:11:37 +0000 2025,0,2
403,pbcbencee,Carti Changed The Kai Cenat Post Caption To “#IAMMUSIC” https://t.co/pHxPfvfVhK,Tue Mar 04 19:30:51 +0000 2025,0,5
404,CottonCandyyyx,John pork rizzing the huzz while Kai cenat goons to nba youngboys beautiful voice,Sun Mar 09 21:51:35 +0000 2025,2,5
405,GG33Ram33,"22 life path snake Kai Cenat 

started streaming 2021 year of the ox

build himself up to the point he’s at right now. 

literally seen him in a State Farm Ad a few minutes ago snake in a snake year. 

it’s always there 👁️",Thu Mar 06 19:40:50 +0000 2025,1,42
406,destroynectar,SPEED HAS ASSISTED KAI CENAT https://t.co/8M9pQl277u,Sat Mar 08 16:47:05 +0000 2025,3,184
407,daddyowenmusic,"Recently, YouTubers and influencers filled Wembley for a match, while Kai Cenat’s goal—assisted by IShowSpeed—garnered more reactions on Adidas' platform than professional footballers. Does this signal a shift in who the real superstars are?",Wed Mar 12 17:41:38 +0000 2025,1,4
408,wusto,Kai Cenat haters after hearing the Druski news: https://t.co/CbWxHOmAio,Mon Mar 10 02:22:48 +0000 2025,0,6
409,ESPNFC,"SPEED WITH A LOVELY SKILL AND ASSIST TO KAI CENAT FOR THE YOUTUBE ALLSTARS 😮‍💨

THEY ARE COOKING 🔥 https://t.co/y35pXPcddc",Sat Mar 08 16:55:36 +0000 2025,1006,27720
410,flowzki,"the problem is that we use to think all fingers are equal and that $11 is small money, whereas it’s what so many of these people bank on.. no be everybody be rich kid like you 😂🙌🏼  i’m sure they laughed kai cenat when he first started streaming until he started seeing millions.",Tue Mar 11 14:20:27 +0000 2025,45,58
411,grenadepin,ijsut Realizedthis was for This account Not dailykai. but i Dont Go out of my way to follow lolisho but Neither do i block. i have no dni because i Dont care unless they've done something actually bad https://t.co/DE4OgREuw4,Wed Mar 12 11:32:13 +0000 2025,0,10
412,KaiCenatHQ,Someone sent Kai Cenat a very old Comic Book that was worth 75c at the time 😳👀 https://t.co/osHDWS4YZC,Thu Mar 06 12:47:22 +0000 2025,0,19
413,Karceno,Karceno respond to Kai Cenat on First Take https://t.co/nAEnJIXfXy via @YouTube #kaicenat #firsttake #kwamebrown #LeBron,Fri Mar 07 02:25:14 +0000 2025,2,11
414,AdinReports,"Adin Ross reveals he reached out to top streamers such as Kai Cenat FaZe and other streamers to help him out with his unban but was sad after FaZe were the only people to help him out.
https://t.co/qZ65Wasrvu",Wed Mar 05 22:31:51 +0000 2025,51,3291
415,nycdizzy,Please no kai cenat hes not a comedian,Wed Mar 05 01:54:07 +0000 2025,4,171
416,Fletchtopher,First Take has Kai Cenat on the show right now… how old is Kai Cenat’s target audience &amp; what might they be doing at 10:30 on a Thursday morning? This is so ridiculous.,Thu Mar 06 15:35:52 +0000 2025,3,12
417,Kaimafiaupdates,Kevin Hart’s Advice to Kai Cenat and Druski🔥👏🏾 https://t.co/APYXkKFIBC,Fri Mar 07 17:02:53 +0000 2025,1455,18571
418,cloutbay,The sad moment Tyla FRIEND ZONED Kai Cenat live on stream 😭 https://t.co/3Jzhy2E63q,Sun Mar 09 18:33:07 +0000 2025,16,123
419,gaamerwolfboy,i will be the next kai cenat,Sat Mar 08 16:44:01 +0000 2025,0,7
420,iamntyrell,"Who in their right mind would trust Kai Cenat for, wait for it, skincare?

Even trusting Lynx/Axe in this terrain is shortsighted. If you don’t get on those Korean skin care products and be serious",Wed Mar 12 09:22:53 +0000 2025,0,6
421,IrishByAMillion,Speed on champions league postgame yesterday. Just turned on first take to Kai Cenat… https://t.co/7wYJQAzVD8,Thu Mar 06 15:40:44 +0000 2025,0,4
422,thawisconsinkid,"@LegendOfWinning The 6th youngest to achieve that feat 

 But niggas got Kai cenat having LeBron vs MJ 
debates that network is cooked",Thu Mar 06 21:34:56 +0000 2025,12,555
423,LitFamousYT,"Saying specifically kai cenat is so insane bro, this is AMPs brand",Tue Mar 11 17:57:55 +0000 2025,0,3
424,grenadepin,Name 5 things about 𝐊𝐚𝐢 𝐒𝐚𝐭𝐨𝐮 that isn't diddy,Wed Mar 12 18:29:23 +0000 2025,1,5
425,ABuford17,"Kai Cenat is on sports television. The game is gone, we have truly lost our minds",Thu Mar 06 16:12:49 +0000 2025,1,3
426,RedKeyDri,what the actual fuck is kai cenat doing on first take??? this the shit we be talking about man,Thu Mar 06 16:39:45 +0000 2025,0,5
427,NarumangoX,"@ESPNFC Speed Goal 
Josh Goal 
KSI performing thick of it
Ginge goal 
Kai Cenat goal

Are you not entertained? https://t.co/v3T0wDidBO",Sat Mar 08 16:57:57 +0000 2025,3,93
428,suayrez,@scubaryan_ Kai Cenat became the second AMP member to do the Tonight Show... Duke Dennis was on in 1986,Thu Mar 06 14:24:14 +0000 2025,0,86
429,callX0utmyname,how do people find Speed and Kai Cenat funny?? 😭😭😭 dumb ass american humour,Wed Mar 12 14:01:37 +0000 2025,0,6
430,Kaimafiaupdates,"Kai Cenat talks about wanting Travis Hunter to get drafted by the New York Giants! 👀

“I want to see New York City really get active and win something!”
https://t.co/qiAzzc2Q59",Thu Mar 06 19:39:01 +0000 2025,21,580
431,superiorsantina,surely there isn't much overlap between first take watchers and kai cenat fans,Thu Mar 06 17:21:19 +0000 2025,0,7
432,semiauto155,"Man ESPN/Sportscenter was the shit when Dan Patrick, Keith Olbermann and Stuart Scott were there. 

Who TF wants to watch Stephen A Smith and Kai Cenat debate Jordan vs Lebron? Bruhhh 😴 😴 https://t.co/g3XGj19kYM",Thu Mar 06 22:21:56 +0000 2025,0,7
433,Vinod_r108,@FearedBuck ISHOWSPEED ASSISTS KAI CENAT FOR A GOAL AT THE SIDEMEN CHARITY MATCH 😭🔥 https://t.co/Ew82KjtPFZ,Sat Mar 08 22:23:48 +0000 2025,3,128
434,grenadepin,can spmebody draw kai like This https://t.co/fubaPxQOrs,Thu Mar 06 00:47:47 +0000 2025,1,6
435,RaptorsPG,"Speed, Fanum and Kai Cenat winning a trophy before Harry Kane
https://t.co/c3KEDFiw6D",Sat Mar 08 17:45:48 +0000 2025,0,4
436,TheClipBot,Agent just took out Kai Cenat’s camera 😂🎥 https://t.co/SVUGuptUWj,Wed Mar 12 02:02:55 +0000 2025,5,147
437,PlentyDarius,This is where sports media is now. Kai Cenat is on ESPN,Thu Mar 06 16:43:28 +0000 2025,3,3
438,saninotagain,"“Where you get your deodorant from?” 

”Kai Cenat”

Like oh!",Wed Mar 12 05:51:33 +0000 2025,1,14
439,StreamersEra,"Kai Cenat looking like a natural on the field in the Sidemen Charity Match 😭😭
 https://t.co/6F2bn4FwaK",Sat Mar 08 15:14:38 +0000 2025,0,59
440,knowncapo,Duke Dennis was in TEARS laughing at Kai Cenat's full name 😭 https://t.co/MJhe3VqPWy,Tue Mar 11 18:20:51 +0000 2025,116,3133
441,khromthree,How do I short Kai Cenat?,Thu Mar 06 05:51:32 +0000 2025,0,5
442,PrimeTimeKG_,I honestly never thought I'd see Kai Cenat on ESPN lol but here we are I guess. Really cool to see! https://t.co/EFwDQqhAoh,Thu Mar 06 16:59:29 +0000 2025,0,3
443,SlatDontMiss,Kai Cenat gifts a young fan his game worn jersey after having a legendary game at the sidemen charity match ❤️ https://t.co/Rk4St5yU8T,Sat Mar 08 17:52:52 +0000 2025,20,1030
444,ItsMiiCC,The concept of Kai Cenat skincare…😭,Tue Mar 11 23:32:05 +0000 2025,1,5
445,kickclipslive,Kai Cenat’s petty meltdown over Adin Ross’ alleged fake Kick offers—jealousy or just a clown show? 👀 https://t.co/v0SJ5j0WmK,Tue Mar 04 07:09:17 +0000 2025,0,23
446,yoxics,@AMPexclusive @KaiCenat wtf is Kai doing 😭 https://t.co/zyiA67ZzdA,Sat Mar 08 15:58:39 +0000 2025,7,385
447,YusefClipz,Agent 00 live reaction to Kai Cenat scoring in the Sidemen Charity Match 😂🔥 https://t.co/0tdLfoCCl4,Sat Mar 08 21:42:53 +0000 2025,2,14
448,Kaimafiaupdates,Kai Cenat with a amazing follow up following speeds attemp on goal to make it 8-6 to the YouTube All Stars🔥🤯 https://t.co/aYFvlRPRPD,Sat Mar 08 16:48:47 +0000 2025,115,1869
449,Vinod_r108,@destroynectar Druski couldn't stop laughing after Kai Cenat told Kevin Hart and Druski that Diddy was his neighbor! 😂 https://t.co/nL0RZKBKhS,Mon Mar 10 23:29:46 +0000 2025,3,18
450,marcell_lll,Kai cenat is so ugly.. wow,Fri Mar 07 23:43:54 +0000 2025,0,2
451,VibeMagazine,"Kevin Hart Reveals Advice He Gave To Kai Cenat, Druski To Ensure Their Success In Entertainment https://t.co/NcZj7kqSBu",Fri Mar 07 22:00:10 +0000 2025,0,3
452,SpeedCentel,"Kai Cenat said what about learning to score??

Shoutout Fiona you a W https://t.co/rbOJWccDWE",Sat Mar 08 13:38:34 +0000 2025,1,22
