Tweet_count,Username,Text,Created_At,Retweets,Likes
145,nicekicks,"adidas' 3rd highest viewed Tik Tok of all time features Nike partner, Kai Cenat 😳👀 https://t.co/ht5rsnztaV",Wed Mar 12 18:14:51 +0000 2025,5,110
146,xQcUpdates,"SDMN FC ⚫️ 4 - 4 🔴 YouTube Allstars (46')

SAVE

BRILLIANT SAVE FROM X TO DENY KAI CENAT! https://t.co/80FlHsxGMc",Sat Mar 08 16:23:57 +0000 2025,0,25
147,ManLook75,"Kai Cenat is having an extraordinary run for a streamer. Bruh than been on the late shows, sports shows, etc.",Thu Mar 06 17:30:49 +0000 2025,0,3
148,strangerootz,I remember I got death threats because I said Kai Cenat was irresponsible to make prison seem fun to millions of Black youth,Thu Mar 06 15:45:14 +0000 2025,1,11
149,Clipsgoose,Speed assists Kai Cenat for an insane goal 🔥🔥 https://t.co/3EcT5o7iOP,Sat Mar 08 16:48:57 +0000 2025,1,38
150,sspaciee_,@TheNBAaSuspect Kai Cenat is the coolest black person in the world.,Tue Mar 11 19:49:54 +0000 2025,2,147
151,LFCRayy,@scubaryan_ Imagine Kai cenat's kid looking like this😭 https://t.co/HhQDPnD1w0,Sat Mar 08 18:26:18 +0000 2025,1,443
152,ComplexPop,"Kai Cenat debuted his official State Farm commercial.

Featuring Jason Bateman &amp; SZA. https://t.co/6u9JKCp5N8",Wed Mar 12 02:41:17 +0000 2025,0,13
153,ksifeed,"Speed, Kai Cenat &amp; Deji all started to rap ‘Lose yourself’ to convince Speed that he’s scoring 😭 https://t.co/u8DsoKWj23",Sat Mar 08 14:10:17 +0000 2025,43,1425
154,scubaryan_,DDG says that Kai Cenat inspired him to start taking praying to God more serious and was shocked when everything in his life started going in the right direction ❤️ https://t.co/h990HdoI3Q,Fri Mar 07 18:36:24 +0000 2025,1842,37485
155,pootsobotka,You know espn has gone downhill when they have Kai cenat on first take. Nationally televised show smh #shrink?,Thu Mar 06 17:35:05 +0000 2025,1,5
156,Dexerto,"Kai Cenat debuted his State Farm commercial featuring SZA

 https://t.co/OaemgyOtzP",Wed Mar 12 03:50:25 +0000 2025,111,2669
157,cliprush,TrainWreck appreciates Kai Cenat as he saved twitch single handedly https://t.co/QuaEqBzU5F,Mon Mar 10 03:40:46 +0000 2025,0,11
158,DailyLoud,Kai Cenat pushes Ishowspeed to the ground 😂 https://t.co/CIxLLyO9Qx,Wed Mar 12 17:32:01 +0000 2025,18,357
159,t_skyex,First take just put Kai cenat on &amp; I hadda immediately shut it off lol I’m too old to care about what a corny little kid streamer got to say #next,Thu Mar 06 15:31:42 +0000 2025,1,4
160,burner26608,I am now a Kai Cenat fan. Dude did his homework and gave Stephen A a taste of his own medicine,Thu Mar 06 17:44:51 +0000 2025,0,2
161,ZachSkrzynski,why is kai cenat on espn rn,Thu Mar 06 16:53:33 +0000 2025,0,3
162,BettingToolsUS,"What has the world come too... 🤦

No way we're actually going to get a Kai Cenat v Stephen A 1v1😂

They should add this to next year's All-Star Weekend at this point 👀 https://t.co/VV7rgOdNQ7",Fri Mar 07 09:00:12 +0000 2025,1,5
163,selormafc,"Kai Cenat and Ishowspeed vibing to Eminem before Sidemen charity match

 https://t.co/CKGZGC7dRA",Sat Mar 08 17:06:48 +0000 2025,2,103
164,PropsEdge,"Kai Cenat went on First Take and shared his thoughts on the GOAT debate 👀 

Agree or disagree? 🤔

#KaiCenat #FirstTake #StephenASmith #LebronJames #GOAT https://t.co/CG7gMZNxi1",Thu Mar 06 18:12:12 +0000 2025,0,5
165,Real1of1TV,"Kai Cenat Started Doing The “Naruto Run” During The Sidemen Charity Match
#KaiCenat #SidemenCharityMatch
 https://t.co/ZdkOU8jrwf",Sat Mar 08 16:13:12 +0000 2025,1,17
166,AdinUpdate,"NFL star CeeDee Lamb shouts out his favorite streamers mentioning Adin Ross, Kai Cenat, Tylil &amp; Lil Rodney Son 🔥 https://t.co/XltqRRVqkG",Wed Mar 12 20:46:53 +0000 2025,4,130
167,scubaryan_,Kai Cenat debuts his official State Farm commercial featuring SZA 🤯🔥 https://t.co/PO5GwFEjtR,Wed Mar 12 01:47:01 +0000 2025,711,11538
168,DYterminator,"I will never forget when Ice Spice randomly started twerking on Kai Cenat’s stream, knowing there are thousands of children watching 🤦‍♂️ https://t.co/05vhkktBK6",Wed Mar 12 10:41:43 +0000 2025,0,39
169,ComplexPop,Kai Cenat made his official debut on ESPN’s ‘First Take’ https://t.co/I8TOs35Kye,Thu Mar 06 15:37:05 +0000 2025,1,12
170,StreamersEra,"Kai Cenat was confused when Tylil called him on stream and exposed him for having a child on the way 😭
 https://t.co/apabxPsOEp",Wed Mar 05 17:38:12 +0000 2025,15,481
171,Kaimafiaupdates,Kai Cenat reveals that 'Streaming University' enrollments are opening sooner than you think! 👀🔥 https://t.co/btFo1CtTge,Wed Mar 12 02:08:24 +0000 2025,17,572
172,rycenine,Kai cenat got more trophies than Harry Kane https://t.co/tOtDR3EY9R,Sat Mar 08 17:23:08 +0000 2025,6,199
173,yoxics,Kai Cenat just kicked a soccer ball across his room and broke his TV on accident 😭https://t.co/vWe0VG6suk,Wed Mar 12 00:40:19 +0000 2025,33,2457
174,TheGlobal_Index,@InternetH0F Kai Cenat fans hit a street vendor and stole his drinks during his New York meet up which escalated into a ‘riot’ https://t.co/xczg02B4g2,Tue Mar 11 12:18:30 +0000 2025,2,39
175,knowncapo,Back when Kai Cenat thought Ray was about to lose the game but he went on to turn it around and straight up DISS China 😭🔥 https://t.co/Lrxg3ldW1K,Tue Mar 04 18:19:37 +0000 2025,504,24640
176,knowncapo,When Kai Cenat pranked Duke Dennis to see if he would pay his 20k bail 😭 https://t.co/QF3KwEkxa4,Fri Mar 07 22:45:26 +0000 2025,581,18550
177,Menkauree,@BardiUpdatess Why the baby lowkey look like a young kai cenat lol.,Mon Mar 10 06:45:47 +0000 2025,49,6806
178,ihybeto,Throwback To When Kai Cenat Was Watching Lil Uzi Vert Punch Adin Ross For Trolling Him 😭 https://t.co/YihWWgTNZt,Sun Mar 09 21:12:24 +0000 2025,0,123
179,DrakeDebate,Kai Cenat and Agent bumping to ‘Do Not Disturb’ while the chat spams W Drake. https://t.co/p4nxIUGbWs,Wed Mar 12 04:14:34 +0000 2025,12,142
180,aphrotidy,i sleep well at night knowing kai cenat is going to hell,Sat Mar 08 05:07:44 +0000 2025,1,8
181,PeteyDimezzz,“In The Booth” this was a fucking kai cenat stream,Tue Mar 11 04:38:22 +0000 2025,1,108
182,Anastic8,i can’t believe i’m saying this but put kai cenat back in the game,Sat Mar 08 16:56:08 +0000 2025,0,4
183,Bellingham10ii,They let Kai Cenat score 😭😭,Sat Mar 08 16:45:44 +0000 2025,0,4
184,TrevelyanMayCry,i give it a week before i see a for you page video (that i don’t want) of kai cenat with one of these,Wed Mar 12 18:18:59 +0000 2025,2,17
185,RMCFsmithayo7,kai cenat searching up goal tutorials before the start of the match 😂😂 https://t.co/olTn19qFpK,Mon Mar 10 06:21:22 +0000 2025,2,50
186,scubaryan_,Kai Cenat said his acting comparison is Denzel Washington and had the whole First Take crew laughing at him 😭😭  https://t.co/ENJOeKft2X,Thu Mar 06 18:22:32 +0000 2025,61,3003
187,ThePrimeTales,The things Kai Cenat and Speed are doing. God continue to guide them down fruitful and non shameful careers.,Thu Mar 06 16:04:11 +0000 2025,1,2
188,fanofdeccers,kai cenat got a deeper dribbling bag than martinelli https://t.co/kHKetFsTUT,Sat Mar 08 15:09:30 +0000 2025,0,1
189,grenadepin,somebody with an umiri pfp just likedmy post on dailykai. i Want You https://t.co/xmqncjIhN2,Fri Mar 07 22:23:07 +0000 2025,0,6
190,tewpert,dropping out of college to go to Kai Cenat’s Streamer University,Fri Mar 07 21:58:51 +0000 2025,0,5
191,joyisloud,we used to have real celebrities. now we got kai cenat on jimmy fallon.,Thu Mar 06 05:27:25 +0000 2025,2,6
192,HNZO23,BROOOOO I MET KAI CENAT TODAY!!!!!!!! https://t.co/G0uiC57HAw,Sun Mar 09 15:19:56 +0000 2025,1,43
193,NickyZzZz1,I’ll never get why anyone cares about Kai Cenat,Wed Mar 12 15:04:36 +0000 2025,0,2
194,suayrez,"@Dexerto Kai Cenat running like anime character 💀

https://t.co/rZWnWKqH1a",Sat Mar 08 15:59:46 +0000 2025,0,18
195,so74ce,"And my real name Max
And I really got plaques, yeah
Double digits, no cap
I'm the real PlaqueBoyMax
In the crib, countin' all my plaques
Tell Kai Cenat, ""React to that"" (He won't)
And they could never say I'm wack
Don't rate it, leave it to the chat

https://t.co/wxRzkBcFnc",Fri Mar 07 00:46:05 +0000 2025,0,5
196,yipfella,"Speed reacts to Kai Cenat looking up ‘how to score a goal’ right before kickoff! 😭😂
 https://t.co/IxXfx6HtQg",Sat Mar 08 13:44:57 +0000 2025,1,3
197,TheBisut,Why is Kai Cenat on ESPN? This is the worst epoch for any type of content.,Thu Mar 06 16:03:33 +0000 2025,0,2
198,uhtori,kai cenat is the tiniest person I’ve ever seen with my own 2 eyes,Thu Mar 06 00:27:41 +0000 2025,0,2
199,BricksCenter,They got Kai Cenat on First Take 😭😭😭 https://t.co/P4rgaqOHPW,Thu Mar 06 15:36:47 +0000 2025,6,146
200,iblamezuhaib,KAI CENAT CREATED THE WORD RIZZ??,Sat Mar 08 01:34:17 +0000 2025,0,2
201,swaveyquistmcu,Evil Kai Cenat is crazy,Sun Mar 09 17:08:06 +0000 2025,0,9
202,TheSashaExpress,"I’m honestly surprised something didn’t come out about Druski sooner, he’s been weird. Being friends with Kai Cenat also doesn’t do him any favors.",Mon Mar 10 02:18:41 +0000 2025,1,43
203,Talamaar_VT,"Over here, taking 911 calls at work, and Kai Cenat decides to pay me a visit on ESPN. Nice to see you, sir! https://t.co/w7Uc9RnefQ",Thu Mar 06 15:48:54 +0000 2025,0,5
204,ChitoGamingLive,"LFG from the Assist from Speed , Kai Cenat Finally Scored a Goal 😭😭😭😭 https://t.co/c6kQ3640mX",Sat Mar 08 16:49:21 +0000 2025,0,13
205,vvsrak,Kai Cenat did the goodbye dance from TikTok 😭 https://t.co/nVq6YrxQ4T,Sat Mar 08 21:08:00 +0000 2025,1,2
206,GiftedAndGoofy,No reason for Kai Cenat to be on First Take. That show is so cooked,Thu Mar 06 15:31:38 +0000 2025,4,12
207,grenadepin,some of U anorexic niggas act so retarded https://t.co/Ocui1L0g3k,Sun Mar 09 13:59:51 +0000 2025,2,15
208,RakuShokuJ,I miss JJ Reddick analysis so much💔 they just put anyone on this fucking show bro it's annoying asf because how is Kai Cenat even relevant to basketball,Thu Mar 06 16:10:47 +0000 2025,0,6
209,musicmediaco_,Kai Cenat was the one who invented the word Rizz?! 😭📝 https://t.co/4wqk3n7hxC,Sat Mar 08 01:31:34 +0000 2025,19,432
210,vvsrak,Everyone is left is shock after Kai Cenat plays this carnival game https://t.co/MJxCh3L8il,Tue Mar 11 15:43:11 +0000 2025,0,2
211,AdinReports,"Adin Ross responds to his chat after seeing them spam “f*ck Kai Cenat and IShowSpeed.”

“Yall gotta stop coming at one person (…) i understand why people wouldn’t f*ck with me.”
https://t.co/nBTmIhKDtl",Sat Mar 08 23:08:59 +0000 2025,6,593
212,fcbharrison,Kai Cenat  looking up tutorials on how to score a GOAL… https://t.co/Fvg57yrjW8,Sat Mar 08 15:55:08 +0000 2025,16,753
213,knowncapo,Kai Cenat had absolutely NO reason to pull up with a horse on stream back in the day 😭 https://t.co/8vq5vz9DBN,Wed Mar 05 19:01:32 +0000 2025,2,49
214,HardestFitPics,Kai Cenat with a new fit pic 📸 https://t.co/8DA8FpZHKs,Tue Mar 11 02:07:03 +0000 2025,56,1992
215,Warioplier,thumbnails for the ttyd video (OUT NOW GO WATCH) cuz the drawn one and the one with kai cenat got bodied by the one with a tame variant (the tame variant got second place) https://t.co/fN5JyEIWo2,Sat Mar 08 00:44:00 +0000 2025,2,20
216,nando17celtics,@TheDunkCentral @FirstTake @awfulannouncing Kai Cenat on First take before a Joel Embiid Ecf appearance https://t.co/sISDuujSAh,Thu Mar 06 16:00:25 +0000 2025,183,9458
217,SlatDontMiss,When Kai Cenat got frustrated as he was chatting with a girl on stream until Duke Dennis came upstairs &amp; she instantly fell in love with him instead 😭😭 https://t.co/BQnQaytRmD,Mon Mar 03 02:48:44 +0000 2025,511,12070
218,Theo71627,"I see a lot of clips of speed and kai cenat doing things outside of streaming such as going on goalazo show or being on jimmy fallon and i truly dont understand why they get hate in the comments. 

I dont sit and watch their streams ever but both seem like very genuine people??",Fri Mar 07 01:05:19 +0000 2025,0,4
219,Schnefzel,If I saw Kai Cenat on my TV during the Super Bowl I would’ve been upset the rest of the night no matter if we won or not,Wed Mar 12 15:11:48 +0000 2025,1,6
220,Nick_Jackxn,Imagine doing all of the work that Elle Duncan has done to get where she’s at and then you gotta entertain Kai Cenat on your show…,Thu Mar 06 16:09:52 +0000 2025,0,14
221,ComplexPop,"Summit1G reacted to Kai Cenat showing him love on ‘THE TONIGHT SHOW’ with Jimmy Fallon:

“This is pretty f*cking sick, thank you so much.” https://t.co/7Lsf5CqVHk",Thu Mar 06 14:10:27 +0000 2025,0,4
222,StreamUpdates7,"Kai Cenat Debuted His Official StateFarm Commercial On Stream Featuring Sza, Jason Bateman And Jake From StateFarm 🤯🔥 https://t.co/U8gJsTk0ij",Wed Mar 12 01:54:23 +0000 2025,8,22
223,breyonceeeeeee,Kai cenat really doing his thing man all while being himself I ain’t see him change his personality one bit. Big motivation💯 I wish I would change ..,Thu Mar 06 19:24:14 +0000 2025,1,6
224,ClipHubz,"This WNBA player was feeling Kai Cenat on stream.. 😳😭
 https://t.co/ci7xuInIgC",Tue Mar 04 21:37:38 +0000 2025,15,468
225,LeDauof_,"Adin Ross calls out streamers like Kai Cenat for only showing love when things are going well, but now ignoring his messages 😳 https://t.co/5YXVgChErk",Sat Mar 08 03:08:09 +0000 2025,1,28
226,ughjjennie,This was so understandable cause why would you bring your baby to a kai cenat stream??? Didnt the house get raided too?,Sun Mar 09 02:49:05 +0000 2025,0,8
227,RmfcRon,Kai Cenat scored too lmfaooo https://t.co/sRoowTkgf8,Sat Mar 08 17:06:58 +0000 2025,0,2
228,StreamersEra,Agent was stressing out as he let Kai Cenat drive his Ram TRX and Kai almost hit a deer 💀 https://t.co/OCONAp38CN,Wed Mar 12 02:35:40 +0000 2025,0,26
229,VICTORWEMBY,ESPN is so fucking washed dat these niggas legit got kai cenat on FirstTake arguing with SAS 💀,Thu Mar 06 15:33:33 +0000 2025,4,39
230,BestfriendKick,"🚨Kai Cenat With The Assist From Speed🔥⚽️🐐

6-8 https://t.co/1gSnatwb41",Sat Mar 08 16:54:10 +0000 2025,1,7
231,SaintKeeks1,"Speed is a good winger? 

Brilliant run to beat his man and provide for Kai Cenat. RW/RWB and good providing, truly baller.",Sat Mar 08 16:47:10 +0000 2025,0,11
232,CSSZNi,Kai Cenat has more goals at Wembley than Rasmus Hojlund https://t.co/RoitxAQdbb,Sat Mar 08 16:47:03 +0000 2025,2,40
233,AllMotherAloy,"To be honest this would be best for Halo. An immature but present father is just as bad as an absent one. Halo is a little over a year. He doesn't need to be around Kai Cenat, hung upside down at a trampoline park, around people who smoke weed and on streams all the time.",Sat Mar 08 19:21:43 +0000 2025,1,8
234,suayrez,@FearedBuck Kai Cenat running like anime character 💀,Sat Mar 08 16:04:08 +0000 2025,0,49
235,Keith_McPherson,No sarcasm. This is amazing. Kai Cenat is from The Bronx. He's got a great team. He's made it to TV in New York. His following and brand is so strong the traditional media needs him. They get it. They understand. This internet sht is not a fad. This social media era is forever.,Thu Mar 06 16:08:04 +0000 2025,0,6
236,_reavisisland,Kai Cenat is a star bro. Respect to da YN lol,Thu Mar 06 17:25:25 +0000 2025,0,4
237,scubaryan_,Office Drummer from Kai Cenat’s Mafiathon 2 does a live performance ‘On The Radar’ 😭🔥 https://t.co/KeGwQbR68T,Tue Mar 04 00:01:47 +0000 2025,691,19898
238,pentheking,"Kai Cenat almost missed the goal when Ishowspeed made the assistance.. 👀 
#KaiCenat #Ishowspeed #AMP
#CharityMatch #football #Soccer #Adidas https://t.co/pBXKBdQsQ5",Mon Mar 10 22:07:52 +0000 2025,0,4
239,Kaporaaa,The Real Reason Kai Cenat &amp; AMP Don’t Want Adin Ross Back On TWITCH https://t.co/22HlJqCTru,Sat Mar 08 05:50:33 +0000 2025,11,508
240,KaiCenatHQ,The moment Rakai hit so hard that the helmet started spinning around his head😂 https://t.co/VHr4aKJ9K9,Thu Mar 06 22:31:07 +0000 2025,0,16
241,jabronilo,"Thank god ESPN continues to cancel programs with actual sports journalists so I can watch Stephen A, and Kai Cenat do the Lebron v MJ debate https://t.co/eIHdJq47Ch",Thu Mar 06 15:34:06 +0000 2025,4068,62429
242,AllAshworth,"ESPN kills content quality by bringing on guys like Kai Cenat.  I’m not saying the content on ESPN is great and not saying Kai isn’t extremely successful, but everybody has a lane… and bringing on streamers to dumb down the level of conversation and increase antics ain’t it.

🤷🏻‍♂️",Thu Mar 06 15:33:31 +0000 2025,6,41
243,hecclips,"Kai Cenat and Fanum bully a $70,000 robot. 😂💀 https://t.co/j04jb3a4oG",Tue Mar 11 14:02:34 +0000 2025,0,5
244,hireath03,"I actually love this riddler, Kai Cenat aside",Wed Mar 12 13:56:06 +0000 2025,0,5
245,scubaryan_,Kai Cenat tried showing his chat how he would kick a penalty and ended up breaking his TV 😭 https://t.co/DXBQYH4hAq,Wed Mar 12 00:42:27 +0000 2025,35,1862
246,scubaryan_,Kai Cenat tried getting Jake From State Farm to say a motivational speech but got upset at him for how terrible it was 😭😭 https://t.co/h5ErbNuRSI,Wed Mar 12 01:57:38 +0000 2025,137,5216
247,FearedBuck,"Kai Cenat just debuted his new State Farm commercial featuring SZA, Jason Bateman, and Jake from State Farm 😭🔥 https://t.co/ICON03K9lE",Wed Mar 12 01:50:04 +0000 2025,233,9190
248,grenadepin,this a Girl https://t.co/SYebI1COWv,Sat Mar 08 17:53:20 +0000 2025,4,7
249,goatj_,Lmao Kai cenat on a sports show. Man what happened to actually showing highlights and talking about THE GAME. so many good sports going on and all folks do is debate on TV all day,Thu Mar 06 16:11:54 +0000 2025,0,2
250,vvsrak,DDG talks about Kai Cenat inspiring him to pray https://t.co/zdAKdLoYuw,Fri Mar 07 18:35:57 +0000 2025,3,12
251,peaceiskeyyy,Kai cenat gets pissed after Zoe spenser throws water on his whole fit💀😳 https://t.co/oXFmhIgzIK,Thu Mar 06 18:37:54 +0000 2025,439,15911
252,vvsrak,"Speed, Kai Cenat, Logan Paul and other creators try out Mr.beast’s fastest treadmill 😭👀 https://t.co/b4y4O2Ckgc",Fri Mar 07 18:06:14 +0000 2025,1,7
253,Kali_dream11,This First Take segment with Kai Cenat is insanely annoying man. I know I’m not the Target audience but they’re not even actually discussing sports,Thu Mar 06 15:32:51 +0000 2025,0,3
254,ComplexPop,Kai Cenat scored his first goal ever off an assist from IShowSpeed in the Sidemen Charity match. ⚽️🔥🔥 https://t.co/JW999glJF6,Sat Mar 08 17:16:16 +0000 2025,2,27
255,suayrez,@scubaryan_ The insane motion that Kai Cenat is getting is crazy bro 💀 https://t.co/gQIixOTrKM,Wed Mar 05 01:39:00 +0000 2025,0,33
256,wlliams_,Where is kai cenat https://t.co/FPJr3k6ryX,Sat Mar 08 16:44:15 +0000 2025,0,3
257,Mrtea1k,"Adin Ross says Kai Cenat isn't allowed to come to his Brand Risk Boxing event 👀

""If Kai tries to pull up, my security is throwing him out head first"" https://t.co/8ePSw0Fcy6",Wed Mar 12 04:32:09 +0000 2025,0,4
258,ComplexPop,"Jimmy Fallon was in disbelief that Kai Cenat does 30-day streams: 

“That’s insane.” https://t.co/KzPGOu8Laj",Thu Mar 06 12:16:42 +0000 2025,0,9
259,Bhav_0605,"iShowSpeed and Kai Cenat Play ""Lose Yourself"" by Eminem to Motivate the Team 🔥 https://t.co/ktbEtdj3is",Sat Mar 08 14:08:48 +0000 2025,1,27
260,OnyxDailyy,Kai Cenat and Deshae Frost put Druski on a blind date with a man and he started going CRAZY when he realised😭💀 https://t.co/Vlu1HtRsve,Sat Mar 08 19:21:30 +0000 2025,1,54
261,billboardhiphop,"Normani Goes Public With Her Relationship, Kai Cenat Debates LeBron vs. Jordan &amp; More | Billboard News https://t.co/dXTacVRDVU",Mon Mar 10 10:13:22 +0000 2025,0,4
262,RalphVillanue20,"Jynxzi finally meets Kai Cenat! Long overdue
2 fkn goats of the streaming community🐐🐐 https://t.co/bfLZtoHumd",Mon Mar 10 19:01:40 +0000 2025,7,999
263,TMZ_Sports,#KaiCenat said #KevinHart's got the height of a leprechaun -- and #TMZSports got Kevin's reaction! 😂 Watch the original quip 👉 https://t.co/iVr2sGK1jA https://t.co/ZSfU83FZDO,Fri Mar 07 14:20:29 +0000 2025,4,27
264,billboardhiphop,"Normani Goes Public With Her Relationship, Kai Cenat Debates LeBron vs. Jordan &amp; More | Billboard News https://t.co/8IbunJxEAD",Fri Mar 07 22:00:20 +0000 2025,0,2
265,EmeleyyX0,I wanna be friends w Kai cenat,Fri Mar 07 20:14:09 +0000 2025,0,2
266,TheNassrZone,"Speed with the assist for Kai Cenat 👏 

https://t.co/2nV3F8Jrgk",Sat Mar 08 16:49:34 +0000 2025,49,1264
267,nashehive,why is my mom watching kai cenat’s reaction stream to kendrick’s halftime performance https://t.co/uQtZ8FknpH,Fri Mar 07 03:12:06 +0000 2025,0,13
268,raven50mm,"Kai Cenat - a content creator / streamer 

Is on Jimmy Fallon.",Thu Mar 06 07:36:58 +0000 2025,0,6
269,UNLUCKYEMMY,just ran into kai cenat at the atlanta airport 💯,Fri Mar 07 02:16:40 +0000 2025,0,27
270,DelKittyy,skibidi sigma alpha gen beta baby gronk Ohio king rizzler super saiyan capybara kai cenat with the chaos emeralds in fanum tax land holy gyatt fortnite live events,Wed Mar 05 18:51:22 +0000 2025,0,24
271,DraconicPsycho,I would ask why Kai Cenat covered up that rape that happened at that party.,Wed Mar 05 22:08:40 +0000 2025,0,5
272,Kaimafiaupdates,Kai Cenat and Rakai reunite to do the Doechii 'Anxiety' trend but with a belt in hand! 😭😭 https://t.co/LW7mD0pIaC,Thu Mar 06 06:54:50 +0000 2025,119,2646
273,J_Moody_89,@SlatDontMiss Keep leading Kai @KaiCenat. We need you out here.,Wed Mar 05 03:24:40 +0000 2025,0,38
274,Clipsgoose,Wholesome moment when Kai Cenat &amp; Ray met for the first time in Japan 🥹💯 https://t.co/3CWPEG9NB9,Tue Mar 04 22:41:21 +0000 2025,2,43
275,notthewaifu,I just remembered that one time when i was hyper fixated on Kai Cenat playing Elden Ring and wrote a chain of tweets for 80 hours and ended up on his stream,Wed Mar 12 16:55:17 +0000 2025,1,69
276,StreamersEra,"Kai Cenat confronts Stephen A Smith on First Take and challenges him to a basketball 1v1 😭👀
 https://t.co/Q5IuMSPfxh",Thu Mar 06 17:15:30 +0000 2025,1,62
277,StreamUpdates7,Jake From State Farm Made His Surprise Appearance On Kai Cenat’s StateFarm Stream 🤯🔥 https://t.co/lWM4f7Lpaq,Wed Mar 12 01:13:37 +0000 2025,8,26
278,gavinpurcell,"Kai Cenat and Bill Murray’s recent press tours tell you a ton about modern media

everything is media
celebrity is flattened
distribution is solved
attention is value https://t.co/L39CKch909",Fri Mar 07 02:07:21 +0000 2025,0,5
279,tommiedotjpg,can't put Kai Cenat on ATH,Thu Mar 06 18:53:42 +0000 2025,1,6
280,Mrtea1k,Kai Cenat PUSHED IShowSpeed off his feet then IMMEDIATELY hid behind security.. 🤨 https://t.co/ccyhqBS1sy,Tue Mar 11 04:37:19 +0000 2025,0,2
281,V2GRML1VE,Kai Cenat more goals in 2025 than Rasmoose  https://t.co/OsP5Yr81MW,Sat Mar 08 16:47:30 +0000 2025,8,52
282,Snxpemakeitblow,Kai Cenat couldn’t believe it after RaKai disrespected him and put a hole on the wall of his OG Streaming “Red Room” 😭😭 https://t.co/pRhiMusvNb,Wed Mar 05 02:22:46 +0000 2025,13,268
283,blazerwagon,Yeah I’m done with all these sports media shows. No longer bout hoops or facts. They got Kai cenat on here talking bout hoops. Everyone show is just another podcast that wants views…,Thu Mar 06 17:53:05 +0000 2025,0,5
284,DamienXavierSix,"You draw the line at Kai Cenat, ima draw the line at Druski #twomanpowertrip https://t.co/G9Zffc9CWd",Wed Mar 05 03:12:11 +0000 2025,2,8
285,ComplexPop,Kai Cenat surprised IShowSpeed in London after appearing on ESPN &amp; ‘THE TONIGHT SHOW’ in NYC https://t.co/pkG17UIREL,Fri Mar 07 14:54:50 +0000 2025,1,4
286,grenadepin,tjis is like that one enstars guy https://t.co/qm3hhRjB5F,Tue Mar 11 14:41:34 +0000 2025,1,6
287,StreamersEra,Kai Cenat’s goal assisted by IShowSpeed at the Sidemen Charity Match is currently Adidas’ 4th most viewed TikTok of all time 🤯👀 https://t.co/86f5m1JPJR,Tue Mar 11 21:23:09 +0000 2025,1,34
288,NEZtakes,#They’re cancelling ATH and putting Kai Cenat on First Take. The world wide leader,Thu Mar 06 17:36:59 +0000 2025,0,25
289,Leg_baseball,"Kai Cenat yelling at Stephen A on ESPN

We are living in a simulation ☠️ https://t.co/6dVBynB9p2",Thu Mar 06 17:18:30 +0000 2025,0,10
290,tangible_uno,He’s basically Russell Westbrook with the basketball IQ of Kai Cenat,Tue Mar 11 14:44:40 +0000 2025,3,5
291,Kaimafiaupdates,"Kai Cenat post new flicks on his second IG! 👀🔥

(Via IG @/kc3hidden) https://t.co/tQAZsfP25R",Mon Mar 10 19:23:38 +0000 2025,25,1002
292,JusMe___,“Kai Cenat” on first take in 2025 what has the nba become,Thu Mar 06 16:42:59 +0000 2025,0,6
293,WiserMac,@TheDunkCentral @FirstTake @awfulannouncing how is espn so bad they have to bring kai cenat on to talk about basketball,Thu Mar 06 15:59:47 +0000 2025,9,180
294,aIItheestars,honestly if twitchers her thing she should’ve gotten kai cenat?,Mon Mar 10 03:48:09 +0000 2025,0,31
295,ClipHubz,"When Kevin Hart humiliated Kai Cenat in a 1v1 and almost broke his ankles without even trying 😭😭
 https://t.co/5OP9rUzmZJ",Sat Mar 08 20:25:19 +0000 2025,62,1647
296,DeersCollected,"Suit designs are good, but isn't Kai Cenat like a total piece of shit?",Wed Mar 12 13:53:35 +0000 2025,0,4
297,lycialuna,"as a 23 yr old woman in stem, i want to be kai cenat when i grow up",Wed Mar 12 19:41:11 +0000 2025,0,3
298,liluzifartt,Kai Cenat a tricky black winger for a Sunday league team in another life,Sat Mar 08 07:43:49 +0000 2025,0,8
299,skyeepl,Speed going unstoppable with an insane assist to Kai Cenat 🥶🔥🔥 https://t.co/Hzz7vJ1f1r,Sat Mar 08 17:23:41 +0000 2025,114,4665
300,ZayBody662,Kai cenat on First Take is so crazy . That’s tough,Thu Mar 06 16:26:47 +0000 2025,2,11
301,suayrez,@scubaryan_ A Kevin Hart movie with Kai Cenat as main character would go insane,Fri Mar 07 22:28:14 +0000 2025,0,26
302,Liutauras_,Kai Cenat and IShowSpeed will never forget this moment during Sidemen football match 🔥 https://t.co/LNEKQS4R2j,Mon Mar 10 12:22:52 +0000 2025,175,4743
303,elischrry,inhaler kai cenat pipeline is crazy https://t.co/RAR62CIQqk,Wed Mar 05 21:26:52 +0000 2025,0,4
304,suayrez,@FearedBuck RaKai really wants to be Kai Cenat so bad 💀,Wed Mar 05 02:03:10 +0000 2025,1,587
305,2Cool2Blog,Kai Cenat breaks down creating the word RIZZ with his friends on the Jimmy Fallon show https://t.co/IdOASILrmZ,Thu Mar 06 11:54:36 +0000 2025,2,3
